frac_imunizados,prevalencia_media
0.0,0.393051
0.05,0.26381433684210526
0.1,0.12100397777777779
0.15,0.0677552705882353
0.2,0.006968774999999999
0.25,0.0010645333333333335
0.3,2.8714285714285713e-05
0.35,1.2923076923076924e-06
0.4,0.0
0.45,0.0
0.5,0.0
0.55,0.0
0.6,0.0
