frac_imunizados,prevalencia_media
0.0,0.38606154000000004
0.05,0.38854669473684206
0.1,0.33275495555555556
0.15,0.33316891764705886
0.2,0.29637755
0.25,0.2756517333333333
0.3,0.2595407714285714
0.35,0.26394803076923073
0.4,0.23398023333333332
0.45,0.18538021818181818
0.5,0.13021568
0.55,0.1262311111111111
0.6,0.08725925
